"","TIME_PERIOD","MEASURE","MEASURE_label.en.label","INDEX","INDEX_label.en","TSEST","TSEST_label.en.label","REGION","REGION_label.en.label","FREQ","FREQ_label.en.label","obsValue","UNIT_MEASURE","UNIT_MEASURE_label.en","OBS_STATUS","OBS_STATUS_label.en"
"147","2021-Q1","2","Percentage Change from Previous Period","97558","Water and sewerage","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",0.6,"PCT","Percent",NA,NA
"148","2021-Q2","2","Percentage Change from Previous Period","97558","Water and sewerage","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",0.2,"PCT","Percent","r","revised"
"149","2021-Q3","2","Percentage Change from Previous Period","97558","Water and sewerage","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",-0.6,"PCT","Percent","r","revised"
"150","2021-Q4","2","Percentage Change from Previous Period","97558","Water and sewerage","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",0.3,"PCT","Percent",NA,NA
"1971","2020-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","131185","Carpets and other floor coverings","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",3.7,"PCT","Percent",NA,NA
"2093","2020-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","131185","Carpets and other floor coverings","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",3.2,"PCT","Percent",NA,NA
"1891","2021-Q1","3","Percentage Change from Corresponding Quarter of the Previous Year","131185","Carpets and other floor coverings","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",1.3,"PCT","Percent",NA,NA
"1852","2021-Q2","3","Percentage Change from Corresponding Quarter of the Previous Year","131185","Carpets and other floor coverings","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",1.5,"PCT","Percent",NA,NA
"1784","2021-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","131185","Carpets and other floor coverings","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.8,"PCT","Percent",NA,NA
"1853","2021-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","131185","Carpets and other floor coverings","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.9,"PCT","Percent",NA,NA
"1975","2020-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","30022","Communication","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-3.3,"PCT","Percent",NA,NA
"1976","2020-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","30022","Communication","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-2.7,"PCT","Percent",NA,NA
"1977","2021-Q1","3","Percentage Change from Corresponding Quarter of the Previous Year","30022","Communication","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-1.9,"PCT","Percent",NA,NA
"1776","2021-Q2","3","Percentage Change from Corresponding Quarter of the Previous Year","30022","Communication","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-1.3,"PCT","Percent",NA,NA
"1695","2021-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","30022","Communication","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-1,"PCT","Percent",NA,NA
"1668","2021-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","30022","Communication","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-0.5,"PCT","Percent",NA,NA
"163","2020-Q3","2","Percentage Change from Previous Period","40015","Fish and other seafood","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-1.4,"PCT","Percent",NA,NA
"164","2020-Q4","2","Percentage Change from Previous Period","40015","Fish and other seafood","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.4,"PCT","Percent",NA,NA
"165","2021-Q1","2","Percentage Change from Previous Period","40015","Fish and other seafood","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-1.2,"PCT","Percent",NA,NA
"166","2021-Q2","2","Percentage Change from Previous Period","40015","Fish and other seafood","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-0.8,"PCT","Percent",NA,NA
"167","2021-Q3","2","Percentage Change from Previous Period","40015","Fish and other seafood","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",1.3,"PCT","Percent",NA,NA
"168","2021-Q4","2","Percentage Change from Previous Period","40015","Fish and other seafood","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.6,"PCT","Percent",NA,NA
"1867","2020-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","97559","New dwelling purchase by owner-occupiers","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",1.4,"PCT","Percent",NA,NA
"1868","2020-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","97559","New dwelling purchase by owner-occupiers","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",1.7,"PCT","Percent",NA,NA
"2112","2021-Q1","3","Percentage Change from Corresponding Quarter of the Previous Year","97559","New dwelling purchase by owner-occupiers","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",1.2,"PCT","Percent",NA,NA
"2113","2021-Q2","3","Percentage Change from Corresponding Quarter of the Previous Year","97559","New dwelling purchase by owner-occupiers","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",1,"PCT","Percent",NA,NA
"1749","2021-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","97559","New dwelling purchase by owner-occupiers","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",3.8,"PCT","Percent",NA,NA
"1642","2021-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","97559","New dwelling purchase by owner-occupiers","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",7.5,"PCT","Percent",NA,NA
"175","2020-Q3","2","Percentage Change from Previous Period","115489","Recreation and culture","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",1.1,"PCT","Percent",NA,NA
"176","2020-Q4","2","Percentage Change from Previous Period","115489","Recreation and culture","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",1.6,"PCT","Percent",NA,NA
"177","2021-Q1","2","Percentage Change from Previous Period","115489","Recreation and culture","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-0.2,"PCT","Percent",NA,NA
"178","2021-Q2","2","Percentage Change from Previous Period","115489","Recreation and culture","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-0.1,"PCT","Percent",NA,NA
"179","2021-Q3","2","Percentage Change from Previous Period","115489","Recreation and culture","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.9,"PCT","Percent",NA,NA
"180","2021-Q4","2","Percentage Change from Previous Period","115489","Recreation and culture","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",1.5,"PCT","Percent",NA,NA
"1553","2020-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","97561","Household appliances, utensils and tools","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",5.9,"PCT","Percent",NA,NA
"1702","2020-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","97561","Household appliances, utensils and tools","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",7,"PCT","Percent",NA,NA
"2003","2021-Q1","3","Percentage Change from Corresponding Quarter of the Previous Year","97561","Household appliances, utensils and tools","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",4.9,"PCT","Percent",NA,NA
"2004","2021-Q2","3","Percentage Change from Corresponding Quarter of the Previous Year","97561","Household appliances, utensils and tools","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",3.6,"PCT","Percent",NA,NA
"1705","2021-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","97561","Household appliances, utensils and tools","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-0.7,"PCT","Percent",NA,NA
"1611","2021-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","97561","Household appliances, utensils and tools","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-0.5,"PCT","Percent",NA,NA
"187","2020-Q3","2","Percentage Change from Previous Period","40034","Other food products n.e.c.","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",-4.2,"PCT","Percent",NA,NA
"188","2020-Q4","2","Percentage Change from Previous Period","40034","Other food products n.e.c.","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",0,"PCT","Percent","r","revised"
"189","2021-Q1","2","Percentage Change from Previous Period","40034","Other food products n.e.c.","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",0.1,"PCT","Percent",NA,NA
"190","2021-Q2","2","Percentage Change from Previous Period","40034","Other food products n.e.c.","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",0.8,"PCT","Percent",NA,NA
"191","2021-Q3","2","Percentage Change from Previous Period","40034","Other food products n.e.c.","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",0.6,"PCT","Percent","r","revised"
"192","2021-Q4","2","Percentage Change from Previous Period","40034","Other food products n.e.c.","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",0.4,"PCT","Percent",NA,NA
"1931","2020-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","97563","Non-durable household products","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",2.6,"PCT","Percent",NA,NA
"1892","2020-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","97563","Non-durable household products","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",1.2,"PCT","Percent",NA,NA
"1824","2021-Q1","3","Percentage Change from Corresponding Quarter of the Previous Year","97563","Non-durable household products","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-1.2,"PCT","Percent",NA,NA
"1785","2021-Q2","3","Percentage Change from Corresponding Quarter of the Previous Year","97563","Non-durable household products","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-5,"PCT","Percent",NA,NA
"1894","2021-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","97563","Non-durable household products","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-0.3,"PCT","Percent",NA,NA
"2016","2021-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","97563","Non-durable household products","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",3.5,"PCT","Percent",NA,NA
"1895","2020-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","30002","Bread and cereal products","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",1.3,"PCT","Percent",NA,NA
"1815","2020-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","30002","Bread and cereal products","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",1,"PCT","Percent",NA,NA
"1774","2021-Q1","3","Percentage Change from Corresponding Quarter of the Previous Year","30002","Bread and cereal products","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-0.2,"PCT","Percent",NA,NA
"1746","2021-Q2","3","Percentage Change from Corresponding Quarter of the Previous Year","30002","Bread and cereal products","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-1.3,"PCT","Percent",NA,NA
"1737","2021-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","30002","Bread and cereal products","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.7,"PCT","Percent",NA,NA
"1658","2021-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","30002","Bread and cereal products","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",1.2,"PCT","Percent",NA,NA
"1659","2020-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","40087","Beer","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",1.6,"PCT","Percent",NA,NA
"1556","2020-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","40087","Beer","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",1.8,"PCT","Percent",NA,NA
"1580","2021-Q1","3","Percentage Change from Corresponding Quarter of the Previous Year","40087","Beer","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",1.5,"PCT","Percent",NA,NA
